object_name,luminosity,star_color,koi_pdisposition,koi_disposition
Kepler-196 c,1.4183834282365077e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.231390844557035e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-434 b,8.841884211972819e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.990779808659972e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-207 c,1.0228836513696003e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-640 b,3.0790304755764794e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.857765769768689e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.164734560678744e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-94 b,1.0426691099524851e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.991363909774124e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-653 c,5.864825486549376e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-219 b,8.650915749259704e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-219 c,8.650915749259704e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-219 d,8.650915749259704e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-220 c,5.769408583647908e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.694112882957235e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.766306423880252e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-623 b,3.0806469084036667e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.365040985928666e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-51 b,4.353822391413423e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-641 b,5.1744413634722905e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-208 b,9.817521683794702e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.1991738130200628e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-208 c,9.817521683794702e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-208 e,9.817521683794702e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-208 d,9.817521683794702e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-220 d,5.769408583647908e+25,Orange,CANDIDATE,CONFIRMED
Kepler-104 b,4.451557060271509e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.113849285061557e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-220 e,5.769408583647908e+25,Orange,CANDIDATE,CONFIRMED
Kepler-220 b,5.769408583647908e+25,Orange,CANDIDATE,CONFIRMED
Kepler-221 c,1.7111432844700687e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-7 b,1.668300917199162e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-51 d,4.353822391413423e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-51 c,4.353822391413423e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.0344422576675892e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.3673311660647266e+27,Orange,CANDIDATE,CANDIDATE
Kepler-197 c,5.5081032566531766e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-209 b,2.6479076057301535e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.3989456851327825e+27,Yellow-white,CANDIDATE,CANDIDATE
Kepler-209 c,2.6479076057301535e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.6479076057301535e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-642 b,3.390385453243765e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-463 b,3.323723106135209e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-643 b,1.3138668468218175e+27,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.316784429012405e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-221 d,1.7111432844700687e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-221 e,1.7111432844700687e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-221 b,1.7111432844700687e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-654 b,5.414715622698805e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-655 b,7.123321154140427e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.113291571869503e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-197 d,5.5081032566531766e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-197 b,5.5081032566531766e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-197 e,5.5081032566531766e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-198 b,2.8505846829213942e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-198 c,2.8505846829213942e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-14 b,2.2764748315014364e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.349108268213266e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-210 c,2.294644490920171e+25,Orange,CANDIDATE,CONFIRMED
Kepler-210 b,2.294644490920171e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.1733179684709095e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-211 c,1.8479635305965965e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-211 b,1.8479635305965965e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-222 b,2.1322590569166888e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-222 d,2.1322590569166888e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-104 c,4.451557060271509e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-222 c,2.1322590569166888e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.691640596661497e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.959323289614784e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-198 d,2.8505846829213942e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.3402445984766976e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-624 b,6.61057753290144e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.61057753290144e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.172519614796936e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-625 b,2.8290966892579345e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-212 c,7.513621944133752e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-212 b,7.513621944133752e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-435 b,7.277965887238293e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.9648757501450355e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.3273456813475394e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.6748776072013377e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.421828118882747e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.503924306625973e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1929875352253863e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1425379621195194e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.0860058739208324e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1936 b,2.1174137606036897e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.78291492816588e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-379 b,7.350034764734727e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.300149675748391e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.699812667783056e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.699812667783056e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.733580901419476e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.00953473205141e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1937 b,8.575335341593046e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-1546 b,3.444473492623827e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1938 b,6.186862147250244e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.559560252516385e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.257844420969755e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1557 b,5.984522019295079e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.1119759143953354e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.200080084344791e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.870669123279997e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3549546068294872e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.585943734197505e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1547 b,2.5431573403494963e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9888241781136395e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.149845104122218e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5492929575584165e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.8128980179804894e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.4935290199816294e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1178 b,4.754025098649702e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.64915741957568e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1558 b,1.721725457195167e+26,Orange,CANDIDATE,CONFIRMED
Kepler-1548 b,3.00687513346941e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.5604284669234015e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.402987261632691e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.445742949517121e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6699163223262197e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.773425043605114e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.351655318435152e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.110825921581517e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.110825921581517e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-1941 b,7.564898548807822e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.9608556158811565e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.336243150995947e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.634915164049002e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.051450225640632e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1549 b,2.7411804989815804e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.714944506590469e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.1087897328166644e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1943 b,4.322516097882374e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.7717878710687474e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1982 b,6.423598215866585e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.7942324714751e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8385464516653272e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.718358046420268e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7444570357930624e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1154 c,1.0829156308435374e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-440 b,3.1670356421934027e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.03501948874684e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.3636303895018447e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2070152529844427e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8804956705239073e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1944 b,3.1702305520115654e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.404905857996147e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-154 c,3.403630588880621e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-368 c,1.2545099026361552e+27,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.2321682025556424e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.914793243991588e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6992128787144186e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1844997356586395e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.2296885214666619e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.694112882957235e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1550 b,7.917409728691207e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1551 b,7.773649026047593e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.4842436333313465e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1350131612102811e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.8351959991600333e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.124114262477899e+27,Yellow-white,CANDIDATE,CANDIDATE
Kepler-1942 b,2.537744816042717e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1181 c,1.2519467483874433e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.8948548430499542e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7994161110530982e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1844997356586395e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.5987561414351077e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.096294034177549e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1541 b,6.714734142829264e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.289997648622808e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.4961987360235167e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.4672722586638356e+29,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.561598947594409e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9605653391126195e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1814 c,1.3709818812985235e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.0462873263629897e+26,Orange,CANDIDATE,CANDIDATE
Kepler-1939 b,4.5025122208879344e+25,Orange,CANDIDATE,CONFIRMED
Kepler-1559 b,1.9867613324608015e+26,Orange,CANDIDATE,CONFIRMED
Kepler-1560 b,3.730314223623747e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.4131497246688e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5673863739065044e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.1665296526761465e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.843663980685165e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.6416330486770704e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.8580079766673816e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.877111652701027e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.3268108701434614e+23,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0385778643925348e+29,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.5025122208879344e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.4511839727611683e+27,Orange,CANDIDATE,CANDIDATE
Kepler-1940 b,1.5424927443945515e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.069993430538847e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.618939689031868e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1803074700510463e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1561 b,2.7457677696212676e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.253293523055202e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.0134019730667604e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.801039489574079e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0000708073885356e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.40748212252148e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1542 b,3.776006040936537e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1542 c,3.776006040936537e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.456756307589156e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.3120916337524675e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.935393892877954e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1552 b,1.710652218137585e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.8407824530869603e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.535496005638217e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-1162 c,1.896693317831574e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1543 b,6.782725583012237e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1544 b,9.13577530397369e+25,Orange,CANDIDATE,CONFIRMED
Kepler-371 c,3.216955501062357e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.577559325246529e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.5659322655138305e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1178606891596066e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.616737348103538e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.9297153153225663e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.376429919081583e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.470624497663367e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.104728315625098e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.8205999983156906e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2797306597072623e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.216100099220879e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.731985765392496e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9083468912117467e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.546682906977413e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.773649026047593e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.49457667981895e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.042969831719991e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.236409790093221e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.636024583890857e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.488788708572236e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.518513675535655e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.287591352581614e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-372 d,6.780499293502486e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.5013853775722076e+28,White,FALSE POSITIVE,FALSE POSITIVE
Kepler-154 f,3.403630588880621e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.1883329229117625e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1165 b,6.088807567411243e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.1622011695043536e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1553 b,1.5534256931158085e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0634505995549694e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5772099875992067e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2831667036140898e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.312963409164467e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1545 b,1.5305703769256223e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.7194179476725633e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.434455637477749e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.162828809011731e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-1554 b,2.5072810445205807e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.1352676101692834e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.812940334582095e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.510682972098543e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1934 b,4.55302175752438e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1701 b,1.582081275799673e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.5070765251630268e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1935 b,2.682907944728181e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-372 b,6.780499293502486e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.113900286346742e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.251209787494385e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-378 c,7.2818237747611735e+25,Orange,CANDIDATE,CONFIRMED
Kepler-1555 b,4.987755037747489e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-1556 b,2.522473263251484e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.0455424648326094e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1880194673037357e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6368395979164927e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.770964572969973e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.5322470428702586e+26,Yellow,CANDIDATE,CANDIDATE
